file_name,div,steel_grade,lot_no,GS,mix,mGS,TS,YS,RA,EL,min_con,max_con,avg_con,cnt_con,std_con,med_con
D-128_316LDS1 B420405200 X100 G.S=6.5 2.png,D,316LDS1,B420405200,6.5,X,-,590,315,79,60,0,6249,757.830808080808,198,993.57259189452,410.75
D-129_EP316LVVS1 B42P049000 X100 G.S=5.png,D,EP316LVVS1,B42P049000,5,X,-,510,220,50,,12,12750.5,2218.15476190476,84,2825.71455983576,1316
D-12_#3.0-3_316LDS1 B3C0399100 X100 G.S=3.png,D,316LDS1,B3C0399100,3,X,-,540,215,84,70,116,50141.5,12589.5,19,14340.8618198783,8232.5
D-130_STS316LS1 B390619500 X100 G.S=4.5.png,D,STS316LS1,B390619500,4.5,X,-,580,320,76,56,1.5,27849.5,5259.93902439024,41,7180.0252090351,3026
D-131_STS316LS1 B3C0486700 X100 G.S=4.5.png,D,STS316LS1,B3C0486700,4.5,X,-,550,245,84,66,0,20119,3681.10714285714,56,4961.05042674782,1416.5
D-132_304LDS1 B410142800 X100 G.S=5.png,D,304LDS1,B410142800,5,X,-,590,260,82,65,0,27171.5,3587.12727272727,55,5374.76371507553,1760.5
D-133_STS316LS1 B3C0486700 X100 G.S=4.5 -4.png,D,STS316LS1,B3C0486700,4.5,X,-,550,245,84,66,0,34541.5,3246.80158730159,63,4949.64156353344,1762
D-134_STSXM7S3 B420440700 X100 G.S=4.5.png,D,STSXM7S3,B420440700,4.5,X,-,,,,,0,31776,4138.6568627451,51,6649.59380927401,1388
D-135_STS316LS1 B3C0486700 X100 G.S=4.5 -2.png,D,STS316LS1,B3C0486700,4.5,X,-,550,245,84,66,1,37748.5,5797.62162162162,37,8768.20579230947,1762.5
D-136_STS316LS1 B3C0486700 X100 G.S=4.5 -3.png,D,STS316LS1,B3C0486700,4.5,X,-,550,245,84,66,2,20726,3886.05660377358,53,4446.78096169851,2492
D-137_STSXM7S2 B410531700 X100 G.S=5.png,D,STSXM7S2,B410531700,5,X,-,,,,,0,15515.5,690.72149122807,228,1490.8266127618,177
D-138_STS316LS1 B420168100 X100 G.S=7 -2.png,D,STS316LS1,B420168100,7,X,-,570,255,82,62,0,6457,723.826484018265,219,867.328644022276,371
D-13_#3.0-4_316LDS1 B410542400 X100 G.S=3(6MIX).png,D,316LDS1,B410542400,3,O,6,580,255,84,62,116,150177,11020.3095238095,21,31412.708953875,2452.5
D-143_STS310SS2 B410192300 X100 G.S=4.5.png,D,STS310SS2,B410192300,4.5,X,-,565,250,69,50,0,20201.5,2923.90579710145,69,4036.95669497059,1601
D-144_STS310SS2 B410192300 X100 G.S=5.png,D,STS310SS2,B410192300,5,X,-,565,250,69,50,0,32424,2322.3313253012,83,4157.09850395066,828.5
D-145_STS310SS2 B410192800 X100 G.S=5.5.png,D,STS310SS2,B410192800,5.5,X,-,590,340,68,48,0,8712,1606.96396396396,111,2128.24130193029,654
D-146_STS310SS2 B410192300 X100 G.S=4.5 -2.png,D,STS310SS2,B410192300,4.5,X,-,565,250,69,50,0,26085.5,3133.64615384615,65,4934.06303374275,980.5
D-147_STS304SX B410604800 X100 G.S=5.png,D,STS304SX,B410604800,5,X,-,625,285,80,66,0,12601,1672.37610619469,113,2558.42547034405,577.5
D-148_STS304SX B410604700 X100 G.S=5.png,D,STS304SX,B410604700,5,X,-,625,265,76,65,0,21296,2223.52840909091,88,3678.50153252124,657.25
D-149_STS316LJSE B360628801 X100 G.S=4MIX.png,D,STS316LJSE,B360628801,4,X,-,575,360,83,53,0,21194.5,875.032828282828,198,2401.13798834507,226.5
D-14_#3.0-5_316LDS1 B410586500 X100 G.S=3.png,D,316LDS1,B410586500,3,X,-,570,300,78,56,30,67974,12541.4736842105,19,15145.2688665068,7823
D-150_304LDS1 B410142800 X100 G.S=4.5.png,D,304LDS1,B410142800,4.5,X,-,590,260,82,65,0,23808,3208.2265625,64,4706.2738586129,1486
D-151_STS316LS1 B3C0486700 X100 G.S=4.5 -5.png,D,STS316LS1,B3C0486700,4.5,X,-,550,245,84,66,0,17491,3566.91228070175,57,4138.55903828349,1696.5
D-152_STS304S1 B420153300 X100 G.S=4.5.png,D,STS304S1,B420153300,4.5,X,-,615,245,80,66,0,26579.5,3177.70161290323,62,4759.85936314645,1305
D-153_STS304S1 B420153600 X100 G.S=5.png,D,STS304S1,B420153600,5,X,-,615,270,81,69,1,16272.5,3184.26612903226,62,3513.72962258438,1742.25
D-154_304LDS1 B410137100 X100 G.S=5 -2.png,D,304LDS1,B410137100,5,X,-,590,260,78,66,0,18480.5,3096.51587301587,63,4217.58890438776,950.5
D-155_STS304SX B410604700 X100 G.S=4.5.png,D,STS304SX,B410604700,4.5,X,-,625,265,76,65,0,16254.5,1697.34513274336,113,2967.77370604026,422.5
D-156_STS304S1 B420153600 X100 G.S=5 -2.png,D,STS304S1,B420153600,5,X,-,615,270,81,69,0,30744.5,2477.63291139241,79,4604.49232052817,1066.5
D-157_STS304S1 B420153300 X100 G.S=4.5 -2.png,D,STS304S1,B420153300,4.5,X,-,615,245,80,66,0,37447.5,3248.921875,64,6159.89274220412,940.75
D-158_316LDS1 B410150300 X100 G.S=5.5 2.png,D,316LDS1,B410150300,5.5,X,-,565,265,81,64,0,14040.5,1755.77403846154,104,2462.25482172631,731.5
D-15_#5.5-1_304LDS1 B42008300 X100 G.S=5.5 -4.png,D,304LDS1,B42008300,5.5,X,-,,,,,6.5,54170.5,3579.69672131148,61,7267.84260516364,1398.5
D-165_STS304SX B410604700 X100 G.S=5 -2.png,D,STS304SX,B410604700,5,X,-,625,265,76,65,0,21533,1336.10305343511,131,2719.5623986486,525.5
D-166_STS310SS2 B410192800 X100 G.S=6.png,D,STS310SS2,B410192800,6,X,-,590,340,68,48,0,12560.5,992.3,175,1505.15036363244,455
D-167_STS304S1 B420152400 X100 G.S=6.png,D,STS304S1,B420152400,6,X,-,605,305,81,67,0,8906.5,791.268867924528,212,1262.48037286169,359.25
D-168_STS304S1 B420152400 X100 G.S=6 -2.png,D,STS304S1,B420152400,6,X,-,605,305,81,67,0,8476.5,1021.88719512195,164,1274.6866153914,599
D-169_STS304S1 B410126500 X100 G.S=4.5 -2.png,D,STS304S1,B410126500,4.5,X,-,600,260,80,65,0,15344.5,1181.07741935484,155,2226.56916044939,270
D-16_#6.0-1_304LDS1 B410151200 X100 G.S=6 -2.png,D,304LDS1,B410151200,6,X,-,565,240,83,65,0.5,151805.5,4625.91304347826,46,22052.9269306782,572.25
D-170_STS304S1 B410126500 X100 G.S=4.5   -3.png,D,STS304S1,B410126500,4.5,X,-,600,260,80,65,0,12109,1735.16055045872,109,2528.90103491755,515
D-171_STS304S1 B410385600 X100 G.S=4.5.png,D,STS304S1,B410385600,4.5,X,-,650,320,74,57,0,19857.5,1235.72039473684,152,3070.36210937345,241.25
D-172_STS304HCS5 B410573003 X100 G.S=4.5.png,D,STS304HCS5,B410573003,4.5,X,-,550,255,56,80,0,11045,1167.29411764706,153,1898.55056386712,341.5
D-173_STS304S1 B320576001 X100 G.S=4.5 -3.png,D,STS304S1,B320576001,4.5,X,-,595,255,82,65,0,19798.5,4039.68269230769,52,5147.89284751617,1569.75
D-174_304LDS1 B420177001 X100 G.S=4 -2.png,D,304LDS1,B420177001,4,X,-,565,270,81,68,0,35679.5,5312.98780487805,41,7973.42094810659,1449.5
D-175_EP316LVVS1 B42P051800 X100 G.S=5.png,D,EP316LVVS1,B42P051800,5,X,-,500,225,52,,0,13915,1425.6811023622,127,2156.12046676477,496.5
D-176_STS304S1 B320576001 X100 G.S=4.5.png,D,STS304S1,B320576001,4.5,X,-,595,255,82,65,3.5,34734,5195.5119047619,42,8098.24375323212,1703.5
D-177_304LDS1 B410142800 X100 G.S=5 -2.png,D,304LDS1,B410142800,5,X,-,590,260,82,65,0,18593.5,2512.275,80,3331.75207745489,1127.25
D-178_STS304S1 B320576001 X100 G.S=4.5 -2.png,D,STS304S1,B320576001,4.5,X,-,595,255,82,65,0,16556,1714.36818181818,110,2946.33183935957,491.5
D-179_EP316LTPS B3CP087501 X100 G.S=6.png,D,EP316LTPS,B3CP087501,6,X,-,550,240,53,,0,9910,1224.00684931507,146,1705.13239953767,531.75
D-17_#6.0-2_304LDS1 B420092400 X100 G.S=6 -3.png,D,304LDS1,B420092400,6,X,-,600,250,80,67,14,137593,5022.33720930233,43,20739.6889875205,646
D-181_304LDSB B3B0551600 X100 G.S=7.png,D,304LDSB,B3B0551600,7,X,-,635,380,79,61,0,11253,583.245098039216,255,1042.09650945821,307
D-183_S30432S1 B42P029600 X100 G.S=9.png,D,S30432S1,B42P029600,9,X,-,620,305,46,,0,2828,183.431127012522,559,283.496210290995,85.5
D-185_STSXM7S3 B420440700 X100 G.S=5.5.png,D,STSXM7S3,B420440700,5.5,X,-,,,,,0,22310.5,1648.53539823009,113,2775.97908002371,605.5
D-186_STS304S1 B420153600 X100 G.S=5 -3.png,D,STS304S1,B420153600,5,X,-,615,270,81,69,0,13134,2252.925,80,2617.74558792962,1551.5
D-187_316LDS1 B3B0490301 X100 G.S=3.5.png,D,316LDS1,B3B0490301,3.5,X,-,555,270,81,67,125.5,24055,7812.57142857143,28,7707.41337089805,3955.5
D-188_316LDS1 B3B0490301 X100 G.S=3.png,D,316LDS1,B3B0490301,3,X,-,555,270,81,67,5,43582.5,10166.9090909091,22,10162.6825921608,8434.75
D-189_316LDS1 B3B0490301 X100 G.S=4 -2.png,D,316LDS1,B3B0490301,4,X,-,555,270,81,67,0,23878.5,5061.19047619048,42,5905.45440970865,2966.25
D-18_#6.0-4_316LDS1 B430141600 X100 G.S=6.png,D,316LDS1,B430141600,6,X,-,565,275,83,64,0,114593.5,8911.58,25,23101.9995934032,1254.5
D-190_316LDS1 B3B0490301 X100 G.S=4.png,D,316LDS1,B3B0490301,4,X,-,555,270,81,67,0,24155.5,5743.34722222222,36,5814.47910609971,3697.5
D-191_STS316LS1 B390619500 X100 G.S=4.5 -3.png,D,STS316LS1,B390619500,4.5,X,-,580,320,76,56,2.5,22521.5,5953.70833333333,36,6697.46338525826,3806.25
D-192_316LDS1 B420407500 X100 G.S=5.5 -2.png,D,316LDS1,B420407500,5.5,X,-,600,290,82,60,0.5,18516,1894.96315789474,95,2946.13132254747,623.5
D-193_304LDS1 B410143400 X100 G.S=6 -2.png,D,304LDS1,B410143400,6,X,-,590,265,80,65,0,13517,2315.18390804598,87,3071.60498043498,729.5
D-194_STS304J3S B420214802 X100 G.S=4.5.png,D,STS304J3S,B420214802,4.5,X,-,540,205,65,84,9,15886.5,3694.80909090909,55,3661.34156670737,2752.5
D-195_STS304HCS5 B420516200 X100 G.S=5 -2.png,D,STS304HCS5,B420516200,5,X,-,535,210,61,81,0,14704,2352.35365853659,82,3047.3990093991,1136
D-196_STS304J3S B420214802 X100 G.S=4.5 -3.png,D,STS304J3S,B420214802,4.5,X,-,540,205,65,84,29,17283,3916.99056603774,53,4347.13971294612,1892.5
D-197_STS304HS2 B410158700 X100 G.S=4.png,D,STS304HS2,B410158700,4,X,-,610,260,81,67,63.5,34113.5,6229.02941176471,34,7759.57284579087,3475
D-198_STS304HS2 B410158700 X100 G.S=4 -5.png,D,STS304HS2,B410158700,4,X,-,610,260,81,67,0,15675.5,3320.65322580645,62,3710.91476917788,2203.25
D-199_STS304HS2 B410158700 X100 G.S=4 -4.png,D,STS304HS2,B410158700,4,X,-,610,260,81,67,0,26035.5,4481.54166666667,48,5918.82905951539,2087.5
D-19_#6.5-2_304LDS1 B420087400 X100 G.S=6.5.png,D,304LDS1,B420087400,6.5,X,-,600,280,80,65,78.5,68369,5393.95,40,12728.343956894,1711
D-1_#1.0-1_304LDS1   B410101402  X100  G.S=1.png,D,304LDS1,B410101402,1,X,-,570,250,79,70,235.5,54008,14941.03125,16,15355.9406587369,7888.25
D-200_STS304HS2 B410158700 X100 G.S=4 -3.png,D,STS304HS2,B410158700,4,X,-,610,260,81,67,0,35980,4164.66346153846,52,6883.29073157568,1712.5
D-201_STS304HS2 B410158700 X100 G.S=4 -2.png,D,STS304HS2,B410158700,4,X,-,610,260,81,67,8.5,31249,4904.55681818182,44,6346.16773158837,2694.75
D-202_304LDS1 B410119800 X100 G.S=6.png,D,304LDS1,B410119800,6,X,-,610,265,77,68,0,8274,1153.16339869281,153,1519.658147435,531
D-203_STS304HCS5 B420516200 X100 G.S=5.png,D,STS304HCS5,B420516200,5,X,-,535,210,61,81,7.5,20140,2953.5447761194,67,3806.66901216068,1739.5
D-20_#6.5-3_316LDS1 B420405200 X100 G.S=6.5 -2.png,D,316LDS1,B420405200,6.5,X,-,590,315,79,60,25,65895,4057.94230769231,52,10237.3263447533,1086.25
D-211_304LDS1 B420177000 X100 G.S=4 -2.png,D,304LDS1,B420177000,4,X,-,580,275,81,67,0,21133,4235.71428571429,49,5468.27111990767,2033
D-212_304LDS1 B420177000 X100 G.S=4 -3.png,D,304LDS1,B420177000,4,X,-,580,275,81,67,3.5,22632.5,5251.40243902439,41,6272.19109634093,3091
D-213_304LDS1 B420177000 X100 G.S=4.png,D,304LDS1,B420177000,4,X,-,580,275,81,67,8,26537,6159.88571428571,35,7669.85885611026,2362.5
D-214_316LDS1 B410160600 X100 G.S=1 -2.png,D,316LDS1,B410160600,1,X,-,530,250,84,68,24.5,136106.5,26803.7777777778,9,42055.3292006238,4135.5
D-215_316LDS1 B410160600 X100 G.S=2.5.png,D,316LDS1,B410160600,2.5,X,-,530,250,84,68,76,58909.5,13349.1470588235,17,16759.3152488617,8285
D-216_316LDS1 B410160600 X100 G.S=2 -2.png,D,316LDS1,B410160600,2,X,-,530,250,84,68,0,114795.5,14524.75,16,27151.8731288699,7413.25
D-21_#7.0-1_304LDS1 B3C0476400 X100 G.S=7.png,D,304LDS1,B3C0476400,7,X,-,615,300,79,64,4.5,171508.5,5998.17142857143,35,28425.6101512459,470
D-221_304LDS1 B410143300 X100 G.S=6 -2.png,D,304LDS1,B410143300,6,X,-,575,280,81,69,0,18439.5,1690.76818181818,110,2615.21978189673,903.75
D-222_304LDS1 B410143300 X100 G.S=6 -3.png,D,304LDS1,B410143300,6,X,-,575,280,81,69,12,20847,2346.41463414634,82,3284.97244837991,1176.75
D-223_304LDS1 B410143300 X100 G.S=6.png,D,304LDS1,B410143300,6,X,-,575,280,81,69,0,16315,2131.04494382022,89,2716.52277493565,997.5
D-225_EP316LTPS B3CP087501 X100 G.S=6.5.png,D,EP316LTPS,B3CP087501,6.5,X,-,550,240,53,,0,5722.5,726.272251308901,191,879.35865445034,412.5
D-226_EP316LTPS6 B41P087001 X100 G.S=6.5 -2.png,D,EP316LTPS6,B41P087001,6.5,X,-,550,250,51,,0,4678.5,788.582051282051,195,871.266574906692,539
D-227_EP316LTPS6 B41P087001 X100 G.S=6.5.png,D,EP316LTPS6,B41P087001,6.5,X,-,550,250,51,,0,6908.5,903.862359550562,178,1161.39746890296,500.25
D-228_304LDS1 B410137100 X100 G.S=5.png,D,304LDS1,B410137100,5,X,-,590,260,78,66,0,18258.5,2509.025,80,3899.51674802468,870.5
D-229_EP316LTPS6 B41P086801 X100 G.S=6.png,D,EP316LTPS6,B41P086801,6,X,-,540,245,51,,0,13405.5,1163.79801324503,151,1862.33849842377,531
D-22_#7.0-2_304LDS1 B410598300 X100 G.S=7 -2.png,D,304LDS1,B410598300,7,X,-,635,315,80,62,0,125936.5,3226.21212121212,66,15613.3774036058,345
D-230_304LDS1 B410143400 X100 G.S=5.5.png,D,304LDS1,B410143400,5.5,X,-,590,265,80,65,0,25229.5,2559.19230769231,78,4646.72987111033,807.25
D-231_304LDS1 B410143400 X100 G.S=6.png,D,304LDS1,B410143400,6,X,-,590,265,80,65,0,20634.5,2806.72666666667,75,4022.86298407269,1318
D-232_316LDS1 B410586500 X100 G.S=3.5 3.png,D,316LDS1,B410586500,3.5,X,-,570,300,78,56,0,46627.5,10424.1363636364,22,13200.1125513296,5994.75
D-232_STS304HCMS7 B410612300 X100 G.S=6.png,D,STS304HCMS7,B410612300,6,X,-,545,200,59,80,0,12596.5,794.188016528926,242,1445.35953046099,377.5
D-233_STS304HCS5 B410573003 X100 G.S=5 -2.png,D,STS304HCS5,B410573003,5,X,-,550,255,56,80,0,15608,1440.99609375,128,2624.65433549717,346.25
D-234_STS304HCS5 B410573003 X100 G.S=5.png,D,STS304HCS5,B410573003,5,X,-,550,255,56,80,0,18298.5,1380.36742424242,132,2535.48972158378,487
D-235_STS304H1S5 B430053800 X100 G.S=6.png,D,STS304H1S5,B430053800,6,X,-,635,240,56,77,0,9213.5,659.902127659575,235,1149.85197058178,202
D-237_STS304HCS5 B420516200 X100 G.S=4.5.png,D,STS304HCS5,B420516200,4.5,X,-,535,210,61,81,11.5,17326,3351.41666666667,60,3502.0203849191,2212
D-238_STS304J3S2 B420071000 X100 G.S=3.5 -3.png,D,STS304J3S2,B420071000,3.5,X,-,465,160,48,82,98.5,48881,8049.51851851852,27,10889.7173869745,3322.5
D-239_STS304J3S2 B430305601 X100 G.S=4.5.png,D,STS304J3S2,B430305601,4.5,X,-,515,190,66,85,2.5,22454.5,5171.09756097561,41,6040.03504595259,2670.5
D-23_#7.0-3_316LDS1 B410155200 X100 G.S=7 -2.png,D,316LDS1,B410155200,7,X,-,580,325,81,61,0,5833,432.827710843374,415,800.474101883581,51.5
D-240_316LDS1 B410576900 X100 G.S=5 -4.png,D,316LDS1,B410576900,5,X,-,610,425,75,49,1,15137.5,2221.90697674419,86,2859.61376936665,1149.75
D-241_STS304J3S2 B420071000 X100 G.S=3.5 -2.png,D,STS304J3S2,B420071000,3.5,X,-,465,160,48,82,13,44216.5,5789.83783783784,37,8282.197223689,2927.5
D-242_STS304HCMS7 B410612300 X100 G.S=6 -2.png,D,STS304HCMS7,B410612300,6,X,-,545,200,59,80,0,11367,1372.08015267176,131,1907.52430758655,716
D-243_STS316LEPSB B3B0399302 X100 G.S=6 -2.png,D,STS316LEPSB,B3B0399302,6,X,-,495,190,88,63,0,6830.5,1283.83571428571,140,1628.41575557663,601.25
D-24_#7.0-4_316LDS1 B410385000 X100 G.S=7.5.png,D,316LDS14,B410385000,7.5,X,-,,,,,0,3333,267.194682675815,583,414.009685863602,119.5
D-250_304LDS1 B410596500 X100 G.S=7 -4.png,D,304LDS1,B410596500,7,X,-,630,320,73,56,0,5989.5,507.110108303249,277,719.009701514904,252.5
D-251_304LDS1 B410396200 X100 G.S=7 -2.png,D,304LDS1,B410396200,7,X,-,625,260,79,65,0,5619,637.555793991416,233,747.045898282194,399
D-252_316LDS1 B3C0399100 X100 G.S=3.5.png,D,316LDS1,B3C0399100,3.5,X,-,540,215,84,70,0,29612.5,5105.02380952381,42,7427.85917289028,1704
D-253_304LDS1 B410144700 X100 G.S=5.png,D,304LDS1,B410144700,5,X,-,595,240,77,64,0,13692,2997.74264705882,68,3502.47273522227,1565.75
D-254_STS304HCS5 B420516200 X100 G.S=4.5 -2.png,D,STS304HCS5,B420516200,4.5,X,-,535,210,61,81,0,16021,2261.18390804598,87,2975.28967981632,1247
D-257_304LDS1 B410144700 X100 G.S=5 -2.png,D,304LDS1,B410144700,5,X,-,595,240,77,64,0.5,17825.5,2330.29166666667,84,3439.23459889553,878.25
D-258_304LDS1 B410151200 X100 G.S=6 -3.png,D,304LDS1,B410151200,6,X,-,565,240,83,65,0,8689.5,1008.00598802395,167,1162.84645212583,597
D-259_304LDS1 B410151200 X100 G.S=6 -4.png,D,304LDS1,B410151200,6,X,-,565,240,83,65,0,10331,983.834319526627,169,1301.88061142185,493
D-25_#9.0-2_S30432S1 B42P029600 X100 G.S=9 -2.png,D,S30432S1,B42P029600,9,X,-,620,305,46,,0,1494,187.553162853297,743,227.349982040625,105.5
D-260_304LDS1 B410151200 X100 G.S=6 -5.png,D,304LDS1,B410151200,6,X,-,565,240,83,65,0,6585.5,1092.46474358974,156,1251.75792428112,587.75
D-261_304LDS1 B410151200 X100 G.S=6.png,D,304LDS1,B410151200,6,X,-,565,240,83,65,1.5,8651.5,1067.70987654321,162,1378.07762499786,568.5
D-262_304LDS1 B410396200 X100 G.S=7.png,D,304LDS1,B410396200,7,X,-,625,260,79,65,0,10071,778.225806451613,186,1039.9249081558,438.5
D-263_304LDS1 B410397300 X100 G.S=7 -2.png,D,304LDS1,B410397300,7,X,-,620,255,80,62,0,4116,543.615702479339,242,622.620897551216,324.25
D-264_304LDS1 B410397300 X100 G.S=7 -3.png,D,304LDS1,B410397300,7,X,-,620,255,80,62,0,4603.5,674.261083743842,203,781.548602167239,398
D-266_304LDS1 B410397300 X100 G.S=7 -5.png,D,304LDS1,B410397300,7,X,-,620,255,80,62,0,5362,645.797619047619,210,765.407125244653,400.5
D-267_304LDS1 B410397300 X100 G.S=7.png,D,304LDS1,B410397300,7,X,-,620,255,80,62,0,5652,558.600858369099,233,741.426058580767,261.5
D-268_304LDS1 B410596500 X100 G.S=7 -3.png,D,304LDS1,B410596500,7,X,-,630,320,73,56,0,4373.5,590.173423423423,222,652.839879286935,382.25
D-269_304LDS1 B410596500 X100 G.S=7.png,D,304LDS1,B410596500,7,X,-,630,320,73,56,0,10143.5,815.5,193,1113.43599502886,478
D-26_316LDSB B430241806 X100 G.S=6.5 2.png,D,316LDSB,B430241806,6.5,X,-,570,250,59,76,0,11002,1133.65923566879,157,1732.40010239303,484
D-270_304LDS1 B410597601 X100 G.S=7 -2.png,D,304LDS1,B410597601,7,X,-,620,350,78,60,0,4566.5,634.387029288703,239,701.550035045801,372
D-271_304LDS1 B420085100 X100 G.S=5 -2.png,D,304LDS1,B420085100,5,X,-,595,245,79,68,27,18759,3277.6393442623,61,3819.5326983627,2023.5
D-272_304LDS1 B420085100 X100 G.S=5 -3.png,D,304LDS1,B420085100,5,X,-,595,245,79,68,1,25149.5,4151.9,50,4959.28965074636,2005.25
D-273_304LDS1 B420085100 X100 G.S=5.png,D,304LDS1,B420085100,5,X,-,595,245,79,68,2,21589.5,3290.17213114754,61,3736.08552365213,2138
D-274_304LDS1 B410597601 X100 G.S=7(4).png,D,304LDS1,B410597601,7,X,-,620,350,78,60,0,3985,562.862068965517,261,603.255043610657,367.5
D-275_304LDS1 B410597601 X100 G.S=7.png,D,304LDS1,B410597601,7,X,-,620,350,78,60,0,4306.5,650.429787234043,235,691.542129888406,425
D-276_316LDS1 B420171800 X100 G.S=5.5 -2.png,D,316LDS1,B420171800,5.5,X,-,565,230,81,63,24,9605,2296.88125,80,2322.45366106052,1538.75
D-277_316LDS1 B420171800 X100 G.S=5.5.png,D,316LDS1,B420171800,5.5,X,-,565,230,81,63,16,11155.5,1588.1568627451,102,1986.67140081239,903.25
D-278_316LDS1 B420171800 X100 G.S=6.png,D,316LDS1,B420171800,6,X,-,565,230,81,63,0,7661,1614.91228070175,114,1718.32072788647,979
D-279_304LDS1 B420084100 X100 G.S=6 -2.png,D,304LDS1,B420084100,6,X,-,615,315,82,65,0,9537.5,1489.94166666667,120,1815.92923203628,800.75
D-27_240722_D_#3.0-2_304LDS1 B3C0381600 X100 G.S=3 -3.png,D,304LDS1,B3C0381600,3,X,-,575,255,81,68,368.5,161847,18138.7692307692,13,41714.7639961494,6601
D-280_304LDS1 B420084100 X100 G.S=6 -4.png,D,304LDS1,B420084100,6,X,-,615,315,82,65,0,12608,1633.12053571429,112,2146.20699811894,945.75
D-281_304LDS1 B420084100 X100 G.S=6 -3.png,D,304LDS1,B420084100,6,X,-,615,315,82,65,3,8987.5,1432.05691056911,123,1586.25330562515,974
D-282_304LDS1 B420092600 X100 G.S=6 -2.png,D,304LDS1,B420092600,6,X,-,595,255,81,68,20.5,8195,1257.14492753623,138,1543.62439957621,654.5
D-283_304LDS1 B420092600 X100 G.S=6(1~4mix).png,D,304LDS1,B420092600,6,O,1~4,595,255,81,68,0,7180.5,1427.26859504132,121,1410.19000249823,784.5
D-284_304LDS1 B420092600 X100 G.S=6.png,D,304LDS1,B420092600,6,X,-,595,255,81,68,3,15698.5,1858.4,100,2434.25317294648,1074.75
D-285_304LDS1 B420177001 X100 G.S=4 -3.png,D,304LDS1,B420177001,4,X,-,565,270,81,68,18,29369,6820.56451612903,31,6741.00358631238,4196.5
D-286_316LDS1 B3B0490100 X100 G.S=1.png,D,316LDS1,B3B0490100,1,X,-,545,230,83,68,27545,93679,60521.125,4,23781.3881333045,60430.25
D-287_316LDS1 B3B0490100 X100 G.S=4.5.png,D,316LDS1,B3B0490100,4.5,X,-,545,230,83,68,2,16601,3379.57627118644,59,3649.83475573658,2513
D-288_316LDS1 B3B0490100 X100 G.S=4.5(1mix).png,D,316LDS1,B3B0490100,4.5,O,1,545,230,83,68,28,114839.5,7237,31,20118.7538994775,2713
D-289_316LDS1 B3B0490201 X100 G.S=4.5 -2.png,D,316LDS1,B3B0490201,4.5,X,-,540,235,85,70,9.5,19213.5,4773.80681818182,44,4702.50439105675,3764.75
D-28_240724_D_#4.0-8_STS317LS1 B3B0438000 X100 G.S=4.png,D,STS317LS1,B3B0438000,4,X,-,,,,,0,159805.5,12469.2894736842,19,35510.8527819001,872.5
D-290_316LDS1 B3B0490201 X100 G.S=4.5 -4.png,D,316LDS1,B3B0490201,4.5,X,-,540,235,85,70,48,13014,4353.17021276596,47,3495.11469887065,3240.5
D-291_316LDS1 B3B0490201 X100 G.S=4.5 -5.png,D,316LDS1,B3B0490201,4.5,X,-,540,235,85,70,148,22650.5,5266.925,40,5252.56285487142,3537.5
D-292_316LDS1 B3B0490201 X100 G.S=4.5.png,D,316LDS1,B3B0490201,4.5,X,-,540,235,85,70,15,20170.5,4880.46428571429,42,5388.19382825705,2807
D-293_316LDS1 B3B0490300 X100 G.S=4.5 -2.png,D,316LDS1,B3B0490300,4.5,X,-,550,250,84,68,0,21895.5,3434.61818181818,55,4182.4561313394,2045.5
D-294_316LDS1 B3B0490300 X100 G.S=4.5 -5.png,D,316LDS1,B3B0490300,4.5,X,-,550,250,84,68,2.5,22421,4206.36458333333,48,4946.46605304777,2666.75
D-295_316LDS1 B3B0490300 X100 G.S=4.5 -4.png,D,316LDS1,B3B0490300,4.5,X,-,550,250,84,68,0,12430,3234.22881355932,59,3197.17249859621,2226.5
D-296_316LDS1 B3B0490300 X100 G.S=4.5 -3.png,D,316LDS1,B3B0490300,4.5,X,-,550,250,84,68,37.5,18045,3460.83333333333,54,4200.93010093752,1864
D-297_316LDS1 B3B0490300 X100 G.S=4.5.png,D,316LDS1,B3B0490300,4.5,X,-,550,250,84,68,12.5,18420,3387.57407407407,54,3323.27449854224,2747.75
D-298_304LDS1 B430149400 X100 G.S=6.5 -2.png,D,304LDS1,B430149400,6.5,X,-,610,270,79,62,0.5,5482,988.413043478261,161,1031.77899278581,699
D-299_304LDS1 B430149400 X100 G.S=6.5 -4.png,D,304LDS1,B430149400,6.5,X,-,610,270,79,62,0,6062,897.144117647059,170,1024.24720912804,616.5
D-2_#2.0-1_316LDS1 B410160600 X100 G.S=2 -3.png,D,316LDS1,B410160600,2,X,-,530,250,84,68,672,64073,30845.25,8,23516.7583690333,26051
D-300_304LDS1 B430149400 X100 G.S=6.5 -3.png,D,304LDS1,B430149400,6.5,X,-,610,270,79,62,0,6544.5,949.217647058824,170,1064.03913281381,640
D-301_304LDS1 B430149400 X100 G.S=6.5.png,D,304LDS1,B430149400,6.5,X,-,610,270,79,62,0,5485.5,1204.73776223776,143,1236.2383896549,783.5
D-302_EP316LVVS1 B41P089501 X100 G.S=6.5 -2.png,D,EP316LVVS1,B41P089501,6.5,X,-,515,235,51,,0,15135.5,1276.38043478261,138,1809.71390319818,562.25
D-303_EP316LVVS1 B41P089501 X100 G.S=6.5.png,D,EP316LVVS1,B41P089501,6.5,X,-,515,235,51,,2,7106,1067.25961538462,156,1213.77111335403,635.75
