file_name,div,steel_grade,lot_no,GS,mix,mGS,TS,YS,RA,EL,min_con,max_con,avg_con,cnt_con,std_con,med_con
D-53_304LDS1 B3C0153800 X100 G.S=5.png,D,304LDS1,B3C0153800,5,X,-,580,225,82,69,0,18371.5,2198.91860465116,86,3268.47001656566,984.75
D-54_304LDS1 B3C0154000 X100 G.S=4.png,D,304LDS1,B3C0154000,4,X,-,580,230,82,69,1.5,19448.5,4598.4347826087,46,5099.57682665573,2764
D-55_304LDS1 B3C0305900 X100 G.S=5.5.png,D,304LDS1,B3C0305900,5.5,X,-,605,245,81,66,0,11077,1502.48760330579,121,2005.01186437702,869
D-56_304LDS1 B3C0476500 X100 G.S=6.5 -2.png,D,304LDS1,B3C0476500,6.5,X,-,610,270,79,64,0,6339,1382.92692307692,130,1424.77483256335,998.5
D-57_STS310SS2 B410192800 X100 G.S=5.5 -2.png,D,STS310SS2,B410192800,5.5,X,-,590,340,68,48,0,9563,1287.4375,144,1724.34271079974,531.25
D-58_304LDS1 B410103500 X100 G.S=4 -3.png,D,304LDS1,B410103500,4,X,-,,,,,0,28124.5,4964.02325581395,43,5980.36920668752,2687
D-59_STS316VAR B3B0507407 X100 G.S=4.5 -2.png,D,STS316VAR,B3B0507407,4.5,X,-,540,200,60,82,0.5,28009.5,3896.78703703704,54,5852.70954550892,1765.5
D-5_#5.0-6_316LDS1 B420405300 X100 G.S=5(7MIX).png,D,316LDS1,B420405300,5,O,7,585,285,79,60,10,147188,12209.5,19,34445.315976731,1441.5
D-60_STS316LJSE B360628801 X100 G.S=4MIX.png,D,STS316LJSE,B360628801,4,O,-,575,360,83,53,0,15484.5,1427.7052238806,134,2490.79255295145,452
D-61_304LDS1 B3C0476500 X100 G.S=6.5 -3.png,D,304LDS1,B3C0476500,6.5,X,-,610,270,79,64,0,8956.5,1074.24397590361,166,1422.93533552661,660.25
D-62_304LDS1 B3C0476500 X100 G.S=6.5.png,D,304LDS1,B3C0476500,6.5,X,-,610,270,79,64,0,7713.5,1065,170,1312.94963726717,534.75
D-64_304LDS1 B3C0477000 X100 G.S=7.5 -3.png,D,304LDS1,B3C0477000,7.5,X,-,625,335,80,63,0,3696,556.902482269504,282,673.836445442516,284.25
D-65_304LDS1 B3C0477000 X100 G.S=8.png,D,304LDS1,B3C0477000,8,X,-,625,335,80,63,0,2517,391.194444444444,360,482.113466038652,212
D-67_304LDS1 B41P023500 X100 G.S=7.png,D,304LDS1,B41P023500,7,X,-,605,270,56,,0,6852,613.834630350195,257,799.788540199347,376.5
D-68_304LDS1 B42008300 X100 G.S=5.5 -2.png,D,304LDS1,B42008300,5.5,X,-,,,,,0,10273,1799.17431192661,109,2156.97543866634,991.5
D-69_304LDS1 B42008300 X100 G.S=5.5 -3.png,D,304LDS1,B42008300,5.5,X,-,,,,,0,13112.5,1922.69801980198,101,2327.48552662089,1109.5
D-6_#7.5-1_304LDS1 B3C0477000 X100 G.S=7.5 -2.png,D,304LDS1,B3C0477000,7.5,X,-,625,335,80,63,0,4685,503.822857142857,350,599.146469135512,318
D-70_304LDS1 B42008300 X100 G.S=5.5.png,D,304LDS1,B42008300,5.5,X,-,,,,,0,9626.5,1655.93421052632,114,1954.63284400991,902.75
D-71_304LDS1 B42008300 X100 G.S=6.png,D,304LDS1,B42008300,6,X,-,,,,,0,11944.5,2112.35326086957,92,2353.20235153545,1441.25
D-72_304LDS1 B370335907 X100 G.S=5 -2.png,D,304LDS1,B370335907,5,X,-,580,240,82,68,0,6767,1257.36971830986,142,1560.48208928665,725.75
D-73_304LDS1 B370335907 X100 G.S=5 -3.png,D,304LDS1,B370335907,5,X,-,580,240,82,68,0,12515.5,3260.56779661017,59,3570.67650910745,1619.5
D-74_304LDS1 B370335907 X100 G.S=5 -5.png,D,304LDS1,B370335907,5,X,-,580,240,82,68,4.5,20767.5,3495.72033898305,59,3823.58773670283,2449.5
D-75_304LDS1 B370335907 X100 G.S=5.png,D,304LDS1,B370335907,5,X,-,580,240,82,68,5,20509.5,4577.28409090909,44,5092.72047029979,2930.5
D-76_304LDS1 B410102600 X100 G.S=3.5.png,D,304LDS1,B410102600,3.5,X,-,560,220,80,70,362.5,34914,8934.25,24,8675.40926388106,5655.25
D-77_304LDS1 B410102600 X100 G.S=3.png,D,304LDS1,B410102600,3,X,-,560,220,80,70,296.5,65967,12647.8888888889,18,16434.2508310097,7383.75
D-78_304LDS1 B410102600 X100 G.S=4.png,D,304LDS1,B410102600,4,X,-,560,220,80,70,0,25086,8163.87037037037,27,7397.84402851487,6521.5
D-79_304LDS1 B410102601 X100 G.S=2.5.png,D,304LDS1,B410102601,2.5,X,-,565,235,81,71,25,144893.5,13901.8529411765,17,33441.0891713124,3090
D-7_#8.0-2_SNCRWS1 B420052900 X100 G.S=8 -2.png,D,SNCRWS1,B420052900,8,X,-,,,,,0,2644,307.747563352826,513,406.027724159891,150.5
D-80_304LDS1 B410102601 X100 G.S=3.5.png,D,304LDS1,B410102601,3.5,X,-,565,235,81,71,25.5,29235.5,5548.59210526316,38,6893.95230280561,3440.25
D-81_304LDS1 B410102601 X100 G.S=4 -2.png,D,304LDS1,B410102601,4,X,-,565,235,81,71,0,24288.5,3708.06140350877,57,5673.27045989717,1354
D-82_304LDS1 B410102601 X100 G.S=4.png,D,304LDS1,B410102601,4,X,-,565,235,81,71,0,35299,5108.60714285714,42,6677.77305117838,3096.5
D-83_304LDS1 B410103300 X100 G.S=0.5.png,D,304LDS1,B410103300,0.5,X,-,580,265,80,68,112.5,103505,49111,5,43687.1777779247,34961.5
D-84_304LDS1 B410103300 X100 G.S=1 (5mix).png,D,304LDS1,B410103300,1,O,5,580,265,80,68,41,56097.5,7637.19642857143,28,13903.2540540613,1975
D-85_304LDS1 B410103300 X100 G.S=1.png,D,304LDS1,B410103300,1,X,-,580,265,80,68,26.5,201711,42066,6,72203.3836389727,7458.5
D-88_304LDS1 B410103500 X100 G.S=3.5.png,D,304LDS1,B410103500,3.5,X,-,,,,,78,41763.5,12887.3611111111,18,11321.2722130676,11442.5
D-89_304LDS1 B410103500 X100 G.S=4 -2.png,D,304LDS1,B410103500,4,X,-,,,,,3,26027,6464.20588235294,34,7049.52806421825,4267.25
D-8_#9.0-1_STS630AMLS1 B3B0175001 X100 G.S=9 -2.png,D,STS630AMLS1,B3B0175001,9,X,-,,,,,0,1768,168.751213592233,824,213.804265520681,96
D-90_304LDS1 B410103500 X100 G.S=4.png,D,304LDS1,B410103500,4,X,-,,,,,45.5,28231.5,6020.09722222222,36,6239.24137106277,4087.5
D-91_304LDS1 B410144700 X100 G.S=4.5.png,D,304LDS1,B410144700,4.5,X,-,595,240,77,64,0,99451.5,3631.69827586207,58,12960.057544286,695.5
D-92_304LDS1 B410130700 X100 G.S=5.5 -2.png,D,304LDS1,B410130700,5.5,X,-,605,235,78,66,0,13468.5,1615.66810344828,116,2300.90183588504,816.5
D-93_304LDS1 B410119900 X100 G.S=5.5 -2.png,D,304LDS1,B410119900,5.5,X,-,605,275,78,66,0,9831,1493.03629032258,124,1907.46936217456,693.5
D-94_316LDS1 B420262600 X100 G.S=5.png,D,316LDS1,B420262600,5,X,-,575,260,78,57,0,10975.5,1422.84496124031,129,2137.95408413873,436
D-95_316LDS1 B410160600 X100 G.S=2.png,D,316LDS1,B410160600,2,X,-,530,250,84,68,2,118394,11734.5,20,26582.5190703402,2076
D-96_STS317LS1 B3B0438000 X100 G.S=3.5.png,D,STS317LS1,B3B0438000,3.5,X,-,,,,,2.5,52527,6851.21212121212,33,12257.1810214,2525
D-97_STS317LS1 B3B0438000 X100 G.S=4.5.png,D,STS317LS1,B3B0438000,4.5,X,-,,,,,0,58331,4054.74038461538,52,9351.04084678154,934.25
D-98_304LDS1 B410112000 X100 G.S=5.5 -2.png,D,304LDS1,B410112000,5.5,X,-,595,275,78,64,0,12262,2352.33734939759,83,2436.66021073537,1690.5
D-99_304LDS1 B410112000 X100 G.S=5.5.png,D,304LDS1,B410112000,5.5,X,-,595,275,78,64,8,10183.5,2338.90476190476,84,2441.65801697987,1542
D-9_316LDS1 B410147700 X100 G.S=5 -2.png,D,316LDS1,B410147700,5,X,-,555,285,82,66,4,12167,2292.06547619048,84,2687.80116892769,1064.5
